user_id,user_name,tweet_time,location,text
4750192146,great grandma#FBR ,Tue Aug 28 19:56:18 +0000 2018,BurlingtonOregon ,RT @DearAuntCrabby: Very lovely tribute to @SenJohnMcCain by @LindseyGrahamSC. Do you REALLY want to honor your friend John? Denounce @re
846120601299255297,CindyjintheOC,Tue Aug 28 19:56:19 +0000 2018,Tustin CA,RT @MichaelSteele: Kelli Ward really?! How utterly stupid do you have to be to believe that @SenJohnMcCain ended medical treatment to sp
824151785770196993,Elda Bruciaga,Tue Aug 28 19:56:19 +0000 2018,None,RT @mitchellreports: Under pressure from American Legion Trump orders flag lowered at White House and other govt buildings until @SenJohnMc
27653517,A human in Phoenix - #Resist,Tue Aug 28 19:56:19 +0000 2018,Phoenix AZ,RT @d1Vinman: Now cancelling the super bowl visit because the Eagles weren't gonna come anyway just as the Warriors didn't wanna come so h
464771557,Ana Ryan,Tue Aug 28 19:56:19 +0000 2018,None,@MichaelN1969 @NotThatTherese @christinawilkie @SenJohnMcCain Maybe now we dont think it was a big deal. But it wa https://t.co/VliqNkw4FT
931034636289036288,dapennetti  #MAGAveteran,Tue Aug 28 19:56:20 +0000 2018,United States,RT @IdyllicLiving: @donnabrazile #JohnMcCain asked him not to attend remember? If he attended youd be criticizing him for going against
91025286,K Dub-ya,Tue Aug 28 19:56:21 +0000 2018,USA!! USA!!,RT @MichaelSteele: Kelli Ward really?! How utterly stupid do you have to be to believe that @SenJohnMcCain ended medical treatment to sp
2774593987,jenhen,Tue Aug 28 19:56:21 +0000 2018,White Rock British Columbia,RT @USMCLiberal: At Reagans funeral Thatcher sat next to Gorbachevand at #JohnMcCains funeral Obama will give a eulogy. That is how r
763468725370560513,MacKnowledge,Tue Aug 28 19:56:22 +0000 2018,USA,RT @TomTugendhat: Ive written to @jensstoltenberg calling for the new @NATO headquarters to be named after @SenJohnMcCain. Few have given
857991937,Joy Wilder,Tue Aug 28 19:56:22 +0000 2018,None,RT @AndrewFeinberg: Wow. Just...wow. https://t.co/YAJ0B9XE0x
71584155,Monica Alba,Tue Aug 28 19:56:23 +0000 2018,Washington DC,RT @frankthorp: The desk of @SenJohnMcCain in the Senate chamber draped in a black cloth with a vase of white flowers --&gt; https://t.co/13zK
2766972108,Ellen Mercier,Tue Aug 28 19:56:24 +0000 2018,Connecticut USA,RT @DearAuntCrabby: Very lovely tribute to @SenJohnMcCain by @LindseyGrahamSC. Do you REALLY want to honor your friend John? Denounce @re
948971016633626624,Growler45,Tue Aug 28 19:56:24 +0000 2018,None,RT @DutyOfAPatriot: McCain publicly asked that he not attend. POTUS is respecting a dying mans last request. Its about McCain &amp; family no
25114781,T For Love and Country ,Tue Aug 28 19:56:24 +0000 2018,USA,RT @Jali_Cat: @HuffPost 2008: #JohnMcCain is mentally unfit to be president. @HuffPost 2012: #JohnMcCain is a racist and a woman hater. @
31731941,camille park,Tue Aug 28 19:56:24 +0000 2018,None,@HillaryClinton @SenJohnMcCain Youre such a disgrace to America Hilary
827154482265939968,Heather Millward,Tue Aug 28 19:56:25 +0000 2018,Seattle WA,@KnechtBecky @SenSchumer @SenJohnMcCain @realDonaldTrump Girl please. You were never a Democrat. Nice try Becky! https://t.co/te5JJm01jH
1049403240,TT,Tue Aug 28 19:56:27 +0000 2018,United States,RT @SKYRIDER4538: That your party has gone through great lengths to pay people off to say &amp; try just about anything to undermine him. So
3351374110,LuvHaiden4Ever,Tue Aug 28 19:56:28 +0000 2018,None,RT @peterdaou: I'm old enough to remember when #LindseyGraham was considered to be #JohnMcCain's partner in resisting some of Trump's exces
941338067109138432,dona helene,Tue Aug 28 19:56:28 +0000 2018,USA,RT @DutyOfAPatriot: McCain publicly asked that he not attend. POTUS is respecting a dying mans last request. Its about McCain &amp; family no
1022622446665588737,@nc0615  MAGA SUPER ELITE,Tue Aug 28 19:56:29 +0000 2018,Austin AR,RT @the_schwartz70: @1Deplorable42 @P_J_Kopp @jules618790 @DrEtiquette @RedPillBlackMan @SenJohnMcCain @realDonaldTrump you can support som
100283279,Michael Wilker,Tue Aug 28 19:56:29 +0000 2018,Washington DC,@LindseyGrahamSC Thank you #LittleJerk. @SenJohnMcCain would be proud. @CindyMcCain sorry for your loss.
2892971,Becky Bond ,Tue Aug 28 19:56:29 +0000 2018,San Francisco,After @chuckschumer failed even to pander to republicans successfully following the death of @SenJohnMcCain he to https://t.co/8R1URe0ZPB
232968723,mo,Tue Aug 28 19:56:29 +0000 2018,Lost and marching on.,RT @Patrickesque: I am laughing at all the angry replies from Trump supporters Cindy has no experience!!!! lol neither did Donald Trump
587451697, Roger Barker ,Tue Aug 28 19:56:32 +0000 2018,Maryland USA,RT @Joyful412: @donnabrazile Is says that #JohnMcCain was bitter man who never got over LOSING not ONCE but TWICE- and took it out on a vir
768140059497365504,Phillip Fuhrer,Tue Aug 28 19:56:33 +0000 2018,Chicago IL,RT @kelly2277: When @SenJohnMcCain received the Steele Dossier and saw Manafort Putin and Yanukovychs name in the same sentence he imme
2918753498,Dana Jensen,Tue Aug 28 19:56:34 +0000 2018,None,RT @DBloom451: I wasn't going to do this but the Media @TheDemocrats and #NeverTrump fawning over Senator McCain as a way to bash Presid
750478372430417920,Jean,Tue Aug 28 19:56:35 +0000 2018,Pleasant Hill CA,RT @kelly2277: When @SenJohnMcCain received the Steele Dossier and saw Manafort Putin and Yanukovychs name in the same sentence he imme
39151099,Rendy21,Tue Aug 28 19:56:36 +0000 2018,None,RT @MichaelSteele: Kelli Ward really?! How utterly stupid do you have to be to believe that @SenJohnMcCain ended medical treatment to sp
3423249989,NYRJIHADJOE,Tue Aug 28 19:56:36 +0000 2018,Baldwin  NY,RT @IdyllicLiving: @donnabrazile #JohnMcCain asked him not to attend remember? If he attended youd be criticizing him for going against
438896314,Taylor Goodspeed,Tue Aug 28 19:56:37 +0000 2018,New York NY,RT @JohnKasich: I urge my fellow governors to lower flags in honor of @SenJohnMcCain
2861558229,Thorsten Rhlemann,Tue Aug 28 19:56:40 +0000 2018,Washington DC,RT @MassService: Thank you Senator John McCain for being a true champion of national service and supporting the expansion of service opport
567497808,Chris Gallison,Tue Aug 28 19:56:41 +0000 2018,Northern Alabama,RT @wvjoe911: Cry me a river @LindseyGrahamSC of those crocodile tears. Your pretend sniffles and wavering voice while talking about @SenJ
709600530285211648,TapperFactChucksMyMercatusM4A&SharkOpsFish,Tue Aug 28 19:56:43 +0000 2018,None,You should read this. Up to four paragraphs transcribed. Only a few dozen pages left to transcribe. This thing's https://t.co/7gGSb50tYu
2830424029,Marc Nelson,Tue Aug 28 19:56:43 +0000 2018,None,RT @Scaramucci: Our flag is at half-staff. Honoring a veteran like @SenJohnMcCain should be above politics and personal grievance.
253859785,Annette Marfia,Tue Aug 28 19:56:44 +0000 2018,None,RT @peterdaou: SINCERE QUESTION: How can Republican senators stand there and claim to honor #JohnMcCain when they've been gutless sellouts
22730219,rvtil@yahoo.com,Tue Aug 28 19:56:44 +0000 2018,Walled Lake MI Lake Placid FL,RT @DearAuntCrabby: Very lovely tribute to @SenJohnMcCain by @LindseyGrahamSC. Do you REALLY want to honor your friend John? Denounce @re
53726227,SDinChandler,Tue Aug 28 19:56:44 +0000 2018,Chandler AZ,Didn't affect my opinion. @realDonaldTrump's been a spineless racist for as long as I can remember. #JohnMcCain https://t.co/tmwybRXq8s
2312036022,pamela bull,Tue Aug 28 19:56:44 +0000 2018,None,RT @DutyOfAPatriot: McCain publicly asked that he not attend. POTUS is respecting a dying mans last request. Its about McCain &amp; family no
18106259,John Lander,Tue Aug 28 19:56:45 +0000 2018,Kanagawa-ken Japan,@LindseyGrahamSC @SenJohnMcCain Kompromat Lindsey? What felony is it? Or just necrophilia? Child porn? Leather queen?
1049403240,TT,Tue Aug 28 19:56:45 +0000 2018,United States,RT @CB618444: What does it say? #Trump is a great judge or character or lack thereof. It's beyond how #DRATS love #Songbird..it's bec
750905187783544832,Brion Adair,Tue Aug 28 19:56:46 +0000 2018,None,RT @blysx: Whyd this little Fokker always look so god damn happy when he was around people killing millions of women and children? #John
798771418812948480,A B Jackson,Tue Aug 28 19:56:46 +0000 2018,None,When a person runs into a burning building and saves a child it's heroic When that same person goes back 50 years l https://t.co/sUewKO4ZCe
1215244238,Sweden #realnews,Tue Aug 28 19:56:46 +0000 2018,None,RT @ZibaLady1: #JohnMcCain never missed a chance to stab someone in the back. This time he stabbed #WeThePeople in the back! #SongbirdJohn
831718417635930116,Deanna Joyce Earnest,Tue Aug 28 19:56:47 +0000 2018,None,RT @NewsPuppet: #FollowTheWhiteRabbit #QAnon #GreatAwakening #SpyGate #MAGA #IGReport #WalkAway QAnon #JohnMcCain White House #CMAawards
954596279572619264,mindersue,Tue Aug 28 19:56:48 +0000 2018,United States,RT @di_plora: It says @POTUS is respecting McCain's wishes. What does your icon's request say about him? #Bitter https://t.co/JeGvc5K72e
203281129,RCD0523,Tue Aug 28 19:56:49 +0000 2018,Boston MA,@mitchellreports @BeschlossDC @NicolleDWallace @SenJohnMcCain @11thHour I wish this was true but I am skeptical. https://t.co/iIPCwMec4z
1010577258376040448,FreeDumbCaucus,Tue Aug 28 19:56:50 +0000 2018,None,He Served Himself...
514925757,Jaladah Aslam,Tue Aug 28 19:56:50 +0000 2018,Ohio,RT @MichaelSteele: Kelli Ward really?! How utterly stupid do you have to be to believe that @SenJohnMcCain ended medical treatment to sp
58364692, myLove4MJ ,Tue Aug 28 19:56:51 +0000 2018,#MAGA,RT @DrEtiquette: I can only imagine how awkward you must have felt when Obama snubbed Nancy Reagans funeral. https://t.co/CsFxHToG5X
17598567,Jeremy Zrimsek ,Tue Aug 28 19:56:52 +0000 2018,Pennsylvania USA,RT @mitchellreports: Under pressure from American Legion Trump orders flag lowered at White House and other govt buildings until @SenJohnMc
2416206530,Marlene Clarkin,Tue Aug 28 19:56:52 +0000 2018,None,RT @SomalianFacts: @TheRickyDavila Unfortunately he double-crossing .. stab #JohnMcCain in the back .. sucking up to five-time draft Dodger
1010604030274355200,Shellie Ash-Jones,Tue Aug 28 19:56:53 +0000 2018,Missouri USA,RT @theAdamGreen: @bitchas22791299 @SenateMajLdr @SenJohnMcCain If that's how you interpret it. I see it more as not just blindly following
2608713888,Kiki ,Tue Aug 28 19:56:53 +0000 2018,Where God's Will Is,@SenateMajLdr @SenJohnMcCain Enough already. Many die and there are many heroes.
1345613497,Raine ,Tue Aug 28 19:56:54 +0000 2018,Earth?,RT @DearAuntCrabby: Very lovely tribute to @SenJohnMcCain by @LindseyGrahamSC. Do you REALLY want to honor your friend John? Denounce @re
987499799317532672,robert brill,Tue Aug 28 19:56:55 +0000 2018,None,@VVAmerica @Betty04516057 @realDonaldTrump @SenJohnMcCain In memory of the Vietnam war Hr299 for the sailors of blu https://t.co/Gp4G4fZNHf
369161036,Cim Cardashian,Tue Aug 28 19:56:55 +0000 2018,Chicago,Someone got to @realDonaldTrump &amp; made him lower the flag to honor @SenJohnMcCain you know he hated doing it becaus https://t.co/5tJjzHiLQR
835256481427701760,Sherri,Tue Aug 28 19:56:55 +0000 2018,NJ,RT @DearAuntCrabby: Very lovely tribute to @SenJohnMcCain by @LindseyGrahamSC. Do you REALLY want to honor your friend John? Denounce @re
839495755203162112,Sasmenot,Tue Aug 28 19:56:56 +0000 2018,None,RT @Jali_Cat: @GeraldoRivera #CindyMcCain is not at all qualified to be a senator. Her agenda will be a mirror that of her late traitor hus
3974137947,Clay8745,Tue Aug 28 19:56:56 +0000 2018,Tavares FL,@joncoopertweets @roberta_james1 @SenJohnMcCain She dont know shit about our needs....all these years and she has https://t.co/7YVBLYxbdq
1930755211,SailorDan_Tweets,Tue Aug 28 19:56:56 +0000 2018,None,RT @Jali_Cat: @donnabrazile What does it say about your American icon @SenJohnMcCain who asked that our @POTUS NOT attend his funeral??
4595689636,Michael Duff,Tue Aug 28 19:56:56 +0000 2018,None,RT @peterdaou: I'm old enough to remember when #LindseyGraham was considered to be #JohnMcCain's partner in resisting some of Trump's exces
18478514,kppotatoes,Tue Aug 28 19:56:57 +0000 2018,USA,Taibbi: Why Did #JohnMcCain Continue to Support #War? &amp; Why has the rest of USA never come to terms with the defini https://t.co/tz3rPtqjtp
34167323,Dean Fredriksen,Tue Aug 28 19:56:57 +0000 2018,SuwaneeGA,RT @jzembik: So I have a @SenJohnMcCain story. In December of 2003 my cousin a Massachusetts resident was injured by a roadside bomb in
125262135,Kat The Opinionated One!,Tue Aug 28 19:56:57 +0000 2018,Born GA. Raised AZ. Stuck TN,RT @MichaelSteele: Kelli Ward really?! How utterly stupid do you have to be to believe that @SenJohnMcCain ended medical treatment to sp
924106202,Vic Bullard,Tue Aug 28 19:56:59 +0000 2018,East Flat Rock NC,RT @MalcolmNance: IM NOT CRYING ... YOURE CRYING! #GoodbyeJohnMcCain https://t.co/CazRCVYZ14
2767562372,Dean,Tue Aug 28 19:57:00 +0000 2018,Canada,RT @mitchellreports: Under pressure from American Legion Trump orders flag lowered at White House and other govt buildings until @SenJohnMc
32297981,Ruthie McCollough,Tue Aug 28 19:57:00 +0000 2018,None,RT @SenRonJohnson: .@SenJohnMcCain was a tireless advocate for America's values and principles throughout the world. https://t.co/7XMG2INZwv
884828022850891778,MeThePeople,Tue Aug 28 19:57:00 +0000 2018,United States,@DrDenaGrayson Yup. Something was very telling about @LindseyGrahamSC statement today. I may give him some leeway o https://t.co/5NDFtQlvL2
58525387,Clay Adams #BoycottNRA,Tue Aug 28 19:57:02 +0000 2018,None,RT @AndyOstroy: Dear @LindseyGrahamSC...ur pain over the loss of ur dear friend #JohnMcCain is clear. And Im truly sorry for ur loss. Now
3515556808,Keith Puchtel,Tue Aug 28 19:57:02 +0000 2018,Delray Beach FL,RT @Jali_Cat: @HuffPost 2008: #JohnMcCain is mentally unfit to be president. @HuffPost 2012: #JohnMcCain is a racist and a woman hater. @
1232511270,robin baker,Tue Aug 28 19:57:05 +0000 2018,None,RT @nickie_greer: Did you attend Seth Rich's funeral or did you just send flowers and debate questions? https://t.co/ijRxW69bsG
1930845782,ThisCarol,Tue Aug 28 19:57:05 +0000 2018,The Beach,RT @Ancestry: .@SenJohnMcCain was a war hero and noted POW. He was someone who bucked norms so much so he was labeled a maverick. His 60
52240508,Luisraos,Tue Aug 28 19:57:05 +0000 2018,None,RT @nickie_greer: Did you attend Seth Rich's funeral or did you just send flowers and debate questions? https://t.co/ijRxW69bsG
3237290462,Lilianny Leebou,Tue Aug 28 19:57:06 +0000 2018,United States,@skau61 @BillCli46867153 @ProgBlacksmith1 @ind4bernie2016 @ThePOedPacifist @SenSanders @SenJohnMcCain Reform gov an https://t.co/dfjvf1JjaO
281532180,David Isaksen,Tue Aug 28 19:57:06 +0000 2018,Norway,RT @cassandra17lina: Flight cleared for takeoff farewell #JohnMcCain Youve slipped the Earths bonds for a place free of pain #RIPJoh
3303570021,LBro,Tue Aug 28 19:57:07 +0000 2018,None,RT @DrEtiquette: I can only imagine how awkward you must have felt when Obama snubbed Nancy Reagans funeral. https://t.co/CsFxHToG5X
231636856,andrew wilson,Tue Aug 28 19:57:07 +0000 2018,Toronto Canada,RT @di_plora: It says @POTUS is respecting McCain's wishes. What does your icon's request say about him? #Bitter https://t.co/JeGvc5K72e
4318772129,Emskware,Tue Aug 28 19:57:09 +0000 2018,NJ Shore,@ColMorrisDavis @RickSantorum @SenJohnMcCain @realDonaldTrump @CNN @ChrisCuomo Come on @CNN! How do you expect to h https://t.co/bm5uJJhIzz
999413227472674817,geno042,Tue Aug 28 19:57:10 +0000 2018,None,@MichaelSteele @SenJohnMcCain THIS IS ONE DUMB WENCH ! YOUR LITTLE LIE I DIDN'T MEAN WHAT I SAID ! YOU IDIOT ARE Y https://t.co/RFnDNaW2lZ
57426395,MIKENot affiliated w other shoe smugglers,Tue Aug 28 19:57:10 +0000 2018,GREAT WHITE NORTH-CANADA,@SenJohnMcCain REST IN PEACE MR. McCain. #hero #Soldier #JohnMcCain #veteran #Vietnam #TruePatriot
2577996000,Grandma Cool,Tue Aug 28 19:57:10 +0000 2018,your dads house,RT @DearAuntCrabby: Very lovely tribute to @SenJohnMcCain by @LindseyGrahamSC. Do you REALLY want to honor your friend John? Denounce @re
860832549337272321,Mary Jean Pompeo,Tue Aug 28 19:57:10 +0000 2018,None,RT @jaysully: @LindseyGrahamSC @SenJohnMcCain Will you be doing it in Russian?
873284705558425600,Angel,Tue Aug 28 19:57:10 +0000 2018,United States,@MichaelSteele @rhonda_harbison @SenJohnMcCain And shes running for office
54224362,Service Work Sherry,Tue Aug 28 19:57:10 +0000 2018,chicagoIL,@MorganOrtagus @LindseyGrahamSC @SenJohnMcCain Looks like You can see a tear falling down his face
32297981,Ruthie McCollough,Tue Aug 28 19:57:11 +0000 2018,None,RT @MandolinFlyfish: @SenRonJohnson @SenJohnMcCain Damnit rojo where the hell were you when asshole trump was trashing John McCain????? Co
292590344,JDP,Tue Aug 28 19:57:11 +0000 2018,South Florida,RT @MichaelSteele: Kelli Ward really?! How utterly stupid do you have to be to believe that @SenJohnMcCain ended medical treatment to sp
1318635247,Patrick Moultney,Tue Aug 28 19:57:12 +0000 2018,4209 South Dixie Highway,@funder @LindseyGrahamSC @realDonaldTrump lindsey graham was turned during his 2018 1st golfing trip with trump at https://t.co/yug8pZoFyn
799332391416369152,Stella #we.are.the.change.we.seek,Tue Aug 28 19:57:13 +0000 2018,None,RT @kelly2277: When @SenJohnMcCain received the Steele Dossier and saw Manafort Putin and Yanukovychs name in the same sentence he imme
773969827618775040,The United Free (Jason Evans),Tue Aug 28 19:57:15 +0000 2018,Georgia USA,RT @di_plora: It says @POTUS is respecting McCain's wishes. What does your icon's request say about him? #Bitter https://t.co/JeGvc5K72e
528887033,Joan Abby,Tue Aug 28 19:57:17 +0000 2018,None,RT @Jali_Cat: Sometimes we get it right sometimes we dont. #JohnMcCain got it wrong in death. He could have brought pple together exten
1362062425,Kimberly G.,Tue Aug 28 19:57:17 +0000 2018,SWVA,@mitchellreports @LindseyGrahamSC @SenJohnMcCain Crocodile tears. As my dad would say
491932706,NC10s1,Tue Aug 28 19:57:18 +0000 2018,Portland Oregon,@aBlueDot_inSC @platinum_spork @Alliedoglover @LindseyGrahamSC @SenJohnMcCain If there is any truth to this I cann https://t.co/udoD6yP1Td
820305647824732160,Michael,Tue Aug 28 19:57:21 +0000 2018,United States,RT @Jali_Cat: Sometimes we get it right sometimes we dont. #JohnMcCain got it wrong in death. He could have brought pple together exten
954596279572619264,mindersue,Tue Aug 28 19:57:22 +0000 2018,United States,RT @Jali_Cat: @donnabrazile What does it say about your American icon @SenJohnMcCain who asked that our @POTUS NOT attend his funeral??
23807579,LadySway,Tue Aug 28 19:57:22 +0000 2018,Brooklyn NY,@Alliedoglover @LindseyGrahamSC @SenJohnMcCain I thought I was the only one to feel he is being blackmailed. Maybe https://t.co/tAAm21i3uH
159095242,John Finucane,Tue Aug 28 19:57:22 +0000 2018,None,RT @21WIRE: Final thought on #JohnMcCain: see all the reverential eulogies by Establishment figures claiming he was model public servant
16369804,Aaron Hicks,Tue Aug 28 19:57:22 +0000 2018,Palmerston North or Foxton.,RT @Channel4News: President @realDonaldTrump has been asked on four occasions by reporters for his thoughts on @SenJohnMcCain. The Senator
128861308,Helen o'D,Tue Aug 28 19:57:22 +0000 2018,Ireland,@marionmckeone @SenJohnMcCain 3/Piled on Sarah Palin like a bunch of mysogynsts &amp; questioned Johns IQ &amp; judgement f https://t.co/i1w44ZPgff
758500744592896001,Aim,Tue Aug 28 19:57:23 +0000 2018,Iowa USA,RT @peterdaou: I'm old enough to remember when #LindseyGraham was considered to be #JohnMcCain's partner in resisting some of Trump's exces
1056716616,Brenda Abramson ,Tue Aug 28 19:57:25 +0000 2018,Maryland USA,RT @judemgreen: NOTHING WILL ERASE YOUR FAWNING OVER @realDonaldTrump FOR @SenJohnMcCains LAST MONTHS on EARTHNOT ONE PEEP OUT OF U WHI
961358445873192961,United We Stand,Tue Aug 28 19:57:26 +0000 2018,Earth,RT @IsaacKappy: What does it say about @donnabrazile that she apparently showed up at the hospital right after #SethRich was shot?? https:/
59614899,J G,Tue Aug 28 19:57:27 +0000 2018,Central Islip NY,RT @ChrisLicht: The @taylorswift13 white house honoring #JohnMcCain https://t.co/sODxHme9VN
794219334247841792,Beyond The Sea,Tue Aug 28 19:57:28 +0000 2018,United States,RT @Jali_Cat: @HuffPost 2008: #JohnMcCain is mentally unfit to be president. @HuffPost 2012: #JohnMcCain is a racist and a woman hater. @
25165002,AlaskaWild ,Tue Aug 28 19:57:28 +0000 2018,Washington DC,History may miss one of @SenJohnMcCain's greatest achievements: His decades-long call to #ActOnClimate. https://t.co/OMd9O3Upov
966440661657382912,JoJoLaLa,Tue Aug 28 19:57:29 +0000 2018,Bootheel of Missouri. ,RT @Jali_Cat: Sometimes we get it right sometimes we dont. #JohnMcCain got it wrong in death. He could have brought pple together exten
832959747196383233,Trashbuster,Tue Aug 28 19:57:29 +0000 2018,USA,What does it say about a member of MSM who secretly funneled advance questions to a crooked Clinton in preparation https://t.co/bMIcRQjvSg
719986812547153920,James,Tue Aug 28 19:57:30 +0000 2018,South Haven MI,RT @Jali_Cat: @donnabrazile What does it say about your American icon @SenJohnMcCain who asked that our @POTUS NOT attend his funeral??
19342389,john murphy,Tue Aug 28 19:57:30 +0000 2018,TylerTexas,RT @DrEtiquette: I can only imagine how awkward you must have felt when Obama snubbed Nancy Reagans funeral. https://t.co/CsFxHToG5X
2354346220,Mavis,Tue Aug 28 19:57:30 +0000 2018,Berkshire England,@LindseyGrahamSC @SenJohnMcCain It would mean a lot to the world if you could summon up the courage to act with eve https://t.co/dKjuozQ8dN
168638221,Michael Ganz,Tue Aug 28 19:57:30 +0000 2018,Beverly Shores IN,@mitchellreports @SenJohnMcCain You libs never gave a damn about the Flag before? Now all of a sudden its big new https://t.co/UPjvC3L0PZ
1253000323,Teresa Ross,Tue Aug 28 19:57:32 +0000 2018,None,RT @joncoopertweets: The best way to honor @SenJohnMcCains legacy and apparently his final wish would be for his wife Cindy to be name
3267328146,Susannah,Tue Aug 28 19:57:32 +0000 2018,San Diego CA,RT @bbond: After @chuckschumer failed even to pander to republicans successfully following the death of @SenJohnMcCain he totally caves t
17291075,Marvlous,Tue Aug 28 19:57:34 +0000 2018,Georgia,RT @BlueGhost40_: If you've been banned from two funerals and a wedding make no mistake you *are* an asshole. #TuesdayThoughts #Barbar
885679972345679876,Chloe,Tue Aug 28 19:57:34 +0000 2018,USA,RT @londonsgirl: In the early 70's I started wearing a POW\MIA bracelet. Randomly my soldier was John McCain. In 1973 I watched him on T
23030548,PkHS,Tue Aug 28 19:57:36 +0000 2018,College Station TX,RT @Rsyv8071: This is nice &amp; all @SenateMajLdr - but you know what would be NICER Mr. McConnell? If you upheld YOUR OATH to the constitutio
761566897955418112,JonAntono ,Tue Aug 28 19:57:37 +0000 2018,Sdost-Wisconsin USA,@Riopedre31 @EdwinKovatto @MynameisMok @BeantownDoug @chance4gardener @kaysintBB @SOUTHERNjamespb @TaggartRehnn https://t.co/v5aKBBbzx8
872451410025213952,Denise R Neri,Tue Aug 28 19:57:37 +0000 2018,My House Usa,RT @DougIbendahl: Give it a rest @donnabrazile. Did you gin up same drama when President Obama failed to attend funeral of Justice Antonin
112549345,LoriG,Tue Aug 28 19:57:37 +0000 2018,None,Can you BELIEVE this f*ckery? #JohnMcCain #Resist
1026541982427086848,America Today,Tue Aug 28 19:57:38 +0000 2018,None,RT @SenBobCorker: America lost a statesman and hero tonight and all of us in the Senate lost a friend. My full statement on @SenJohnMcCain:
920640363773222913,Lori Davis,Tue Aug 28 19:57:39 +0000 2018,None,Pres Trump is honoring McCain's request that he not attend McCain's funeral! Stop the hate! President Trump is hel https://t.co/GFmRjYE9s3
800634698,Julie ,Tue Aug 28 19:57:39 +0000 2018,Ohio,RT @DrEtiquette: I can only imagine how awkward you must have felt when Obama snubbed Nancy Reagans funeral. https://t.co/CsFxHToG5X
19127931,Ingrid Tarjan,Tue Aug 28 19:57:41 +0000 2018,New York NY,RT @peterdaou: I'm old enough to remember when #LindseyGraham was considered to be #JohnMcCain's partner in resisting some of Trump's exces
975182555547951104,( ) ,Tue Aug 28 19:57:41 +0000 2018,None,RT @peterdaou: SINCERE QUESTION: How can Republican senators stand there and claim to honor #JohnMcCain when they've been gutless sellouts
915367298185166849,Cheryl,Tue Aug 28 19:57:42 +0000 2018,None,Drama drama drama thats how we know @SenJohnMcCain was a democrat!
72706439,Patricia Thomas,Tue Aug 28 19:57:43 +0000 2018,None,Dear fellow veterans By his inaction to HONOR @SenJohnMcCain @realDonaldTrump just told us that our service https://t.co/5wk9i55BPB
759839801017241600,MaryAnn Smith,Tue Aug 28 19:57:43 +0000 2018,None,RT @maryannsmith172: John McCain said he didn't want President Trump to come. And why should President Trump go? Do you go to pe
