,user_id,user_name,tweet_time,location,text,sentiment
64,451999354,skittlemypony,Wed Sep 12 01:39:42 +0000 2018,Kansas City MO,2 were just killed in #Tennessee. #POTUS its your job to take action. #BackfireTrump https://t.co/ef2iC0itMI,2
65,924701321734877184,Mike Cook,Wed Sep 12 01:39:43 +0000 2018,None,RT @LouDobbs: Tonights #QuoteOfTheDay is from President @realdonaldtrump. #MAGA #TrumpTrain #Dobbs https://t.co/Px77cRSOPW,0
66,318119050,Viva Mazatlan,Wed Sep 12 01:39:46 +0000 2018,Mazatln Sinaloa,Shooting in #Tennessee just took 2. #POTUS please do something. #BackfireTrump https://t.co/lBIuNf2K7S,0
67,952412016647507969,Toni Eckley,Wed Sep 12 01:39:50 +0000 2018,United States,RT @LauraMcF76: Supreme Court sides with #PresidentTrump No Sharia or Islam in schools. #America is #winning! https://t.co/tUn,1
68,2214845774,Bindi Jones,Wed Sep 12 01:39:50 +0000 2018,None,2 American lives were just lost in #Tennessee. #POTUS please end the suffering. #BackfireTrump https://t.co/Tj45915dlr,0
69,912096314199908353,Andre,Wed Sep 12 01:39:50 +0000 2018,Manaus Brasil,RT @DeepStateExpose: The speech that made Trump President #MakeAmericaGreatAgain https://t.co/RoyH6B1ur0,0
70,3809864000,Janell Kendzora,Wed Sep 12 01:39:53 +0000 2018,Dripping Springs TX,RT @LVNancy: The question of the day for Libtards: did #Trump brag that his was the tallest building after WTC fell? Here's your answer:,0
71,514791018,David Miller,Wed Sep 12 01:39:54 +0000 2018,None,Shooting in #Tennessee just took 2. #POTUS please do something. #BackfireTrump https://t.co/itmvyEydJa,0
72,18083420,Laura McGinnis,Wed Sep 12 01:39:55 +0000 2018,Texas,RT @BamaStephen: Many people are saying #POTUS #Trump #FistPump upon arrival in #ShanksvillePA for #911Memorial was inappropriate; too cele,1
73,2652453248,Tiffany Rhodes,Wed Sep 12 01:39:58 +0000 2018,Greenville SC,#Tennessee is suffering after shooting takes 2 lives. #POTUS stop the bloodshed. #BackfireTrump https://t.co/M0rnTY3ypu,0
74,992274807537324032,Marilyn,Wed Sep 12 01:39:59 +0000 2018,None,RT @LouDobbs: #DrainTheSwamp @mattgaetz: Only transparency can expose the extent of the corruption and the cabal. We cant show the Amer,0
75,823236465312210944,Amy M Belew,Wed Sep 12 01:40:02 +0000 2018,None,#Tennessee is suffering after shooting takes 2 lives. #POTUS stop the bloodshed. #BackfireTrump https://t.co/lE6JK2kJmQ,0
76,96442308, Daniel John Sobieski ,Wed Sep 12 01:40:05 +0000 2018,People's Republic of Chicago,McCabe and Mr. Mueller - Unindicted Co-Conspirators in Deep State Coup - American Thinker https://t.co/MxukMB64kD https://t.co/pleUBF10Ut,0
77,15976448,PammyT,Wed Sep 12 01:40:05 +0000 2018,Pennsylvania,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need,1
78,2188423838, Daniel John Sobieski ,Wed Sep 12 01:40:06 +0000 2018,People's Republic of Chicago,Barack Hussein Obama -- Leader of the Deep State Coup - American Thinker https://t.co/N5QpJYgnO7 #MAGA #PJNET https://t.co/xczpnixw4K,0
79,824992923884322817,Ben #RuleOfLaw Franklin Statue ,Wed Sep 12 01:40:06 +0000 2018,12th St & Pennsylvania Ave NW,Shooting in #Tennessee just took 2. #POTUS please do something. #BackfireTrump https://t.co/hhP31R9nHF,0
80,2360844235,Ann Softly Agitating..,Wed Sep 12 01:40:09 +0000 2018,Citizen of nowhere,@krassenstein It is confirmed every time he opens his mouth. And every time he doesnt. #DonaldTrump,1
81,889721408170770432,rob,Wed Sep 12 01:40:09 +0000 2018,California USA,RT @BrianPaulStuart: Do I look like a guy who needs hookers? ~ #DonaldTrump cc: @realDonaldTrump https://t.co/Vayo81s9uJ,0
82,719316394576363520,GorgeousRuby,Wed Sep 12 01:40:09 +0000 2018,New York USA,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need,1
83,241599694,ImaReSister,Wed Sep 12 01:40:10 +0000 2018,Current Astral Plane,#Tennessee is suffering after shooting takes 2 lives. #POTUS stop the bloodshed. #BackfireTrump https://t.co/CJhsiNy9aT,0
84,992274807537324032,Marilyn,Wed Sep 12 01:40:10 +0000 2018,None,RT @LouDobbs: Tonights #QuoteOfTheDay is from President @realdonaldtrump. #MAGA #TrumpTrain #Dobbs https://t.co/Px77cRSOPW,0
85,23804138,Michele C,Wed Sep 12 01:40:14 +0000 2018,The Cape,#Tennessee is suffering after shooting takes 2 lives. #POTUS stop the bloodshed. #BackfireTrump https://t.co/gIqffqaHjt,0
86,38266703,Nina Tomasieski,Wed Sep 12 01:40:14 +0000 2018,Tennessee USA,RT @Jillibean557: #MSM is repulsive. They do nothing but lie and undermine #PresidentTrump.,0
87,1003725542112325633,MozziesMom,Wed Sep 12 01:40:17 +0000 2018,United States of America,RT @pinkk9lover: Crazy a$$ @MaxieneWaters now wants to impeach @VP -she either figured out who would be @Potus if #PresidentTrump was actu,2
88,26336811,Joan Marlow Cullen,Wed Sep 12 01:40:17 +0000 2018,Souderton Pennsylvania,RT @michaeljohns: .@POTUS' exceptional speech in #Shanksville: At this memorial on this sacred earth in the field beyond this wall and,1
89,368659917,vic 4,Wed Sep 12 01:40:18 +0000 2018,chicago,Shooting in #Tennessee just took 2. #POTUS please do something. #BackfireTrump https://t.co/3bAzBt6bN9,0
90,992274807537324032,Marilyn,Wed Sep 12 01:40:22 +0000 2018,None,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need,1
91,817886087783784451,#1 owl city fan || ,Wed Sep 12 01:40:22 +0000 2018,ethan ,2 were just killed in #Tennessee. #POTUS its your job to take action. #BackfireTrump https://t.co/r6d7dAP5JO,2
92,911691876004012039,THE Meddler,Wed Sep 12 01:40:26 +0000 2018,South Dakota USA,2 American lives were just lost in #Tennessee. #POTUS please end the suffering. #BackfireTrump https://t.co/EomEEBlSYx,0
93,852391446397284352,poonam chohan....0000. jouarnalist...,Wed Sep 12 01:40:29 +0000 2018, ,RT @LVNancy: The question of the day for Libtards: did #Trump brag that his was the tallest building after WTC fell? Here's your answer:,0
94,716374046,ameeeebeeee,Wed Sep 12 01:40:29 +0000 2018,WashingtonDC,RT @POTUS_Schedule: Tuesday 11 September 2018 17:15 - No additional #POTUS travel outside the #WhiteHouse secure area expected today or to,1
95,829518804958978048,Joe,Wed Sep 12 01:40:30 +0000 2018,Skull Island,RT @gerfingerpoken2: Barack Hussein Obama -- Leader of the Deep State Coup - American Thinker https://t.co/N5QpJYgnO7 #MAGA #PJNET #TRUMPT,0
96,459471568,Deplorable Old NJ Lady  Q ,Wed Sep 12 01:40:30 +0000 2018,None,RT @MightyBusterBro: . 9-11 is ALSO the BENGHAZI ATTACK Anniversary In recent speeches OBAMA says it's a Republican Conspiracy Theory that,0
97,17070474,lesleywalters22,Wed Sep 12 01:40:30 +0000 2018,None,2 American lives were just lost in #Tennessee. #POTUS please end the suffering. #BackfireTrump https://t.co/Ha0lb8zz9v,0
98,55976150,John Galt,Wed Sep 12 01:40:33 +0000 2018,RT does not related to Like ,RT @gerfingerpoken2: Barack Hussein Obama -- Leader of the Deep State Coup - American Thinker https://t.co/N5QpJYgnO7 #MAGA #PJNET #TRUMPT,0
99,194370433,Alex Webb,Wed Sep 12 01:40:33 +0000 2018,London of course ,RT @GrrrGraphics: Check out this video Socialism ain't for you by @LinskiDavid https://t.co/dsYkWOcjgY #WalkAway Awesome work! - mak,1
100,746323758219165697,Paul Bolcar,Wed Sep 12 01:40:34 +0000 2018,None,RT @ChatByCC: While armed with the power of our Vote we proudly &amp; peacefully revolted Never doubt this was an American revolution #MAGA,1
101,2562855736,Dr. Zamunda PhD Esq AIA LMNOP,Wed Sep 12 01:40:34 +0000 2018,West Coast US,Shooting in #Tennessee just took 2. #POTUS please do something. #BackfireTrump https://t.co/j8IxU0E2gH,0
102,51779155,GS,Wed Sep 12 01:40:41 +0000 2018,None,RT @MightyBusterBro: . 9-11 is ALSO the BENGHAZI ATTACK Anniversary In recent speeches OBAMA says it's a Republican Conspiracy Theory that,0
103,69529349,alan kough,Wed Sep 12 01:40:42 +0000 2018,None,2 were just killed in #Tennessee. #POTUS its your job to take action. #BackfireTrump https://t.co/lbJxjl5Fz4,2
104,1004552680205946881,Sherry Van Fleet,Wed Sep 12 01:40:45 +0000 2018,Wisconsin USA,RT @RichardAngwin: President Obama returns to the campaign trail and someone's not happy #TuesdayThoughts #Resist #Trump #1u #tcot #maga #,2
105,823691762405249024,Barbara MacArthur,Wed Sep 12 01:40:48 +0000 2018,California USA,RT @lorettatheprole: On the campaign trail he alluded to the 28 pages and even said- you may find out that the Saudis were responsible fo,1
106,57757462,Amber  ,Wed Sep 12 01:40:49 +0000 2018,United States,RT @POTUS_Schedule: Tuesday 11 September 2018 17:15 - No additional #POTUS travel outside the #WhiteHouse secure area expected today or to,1
107,823262922881306626,Boo,Wed Sep 12 01:40:52 +0000 2018,South Miami FL,RT @BigGator5: #TrumpAdmin: #POTUS @realDonaldTrump Has Delivered For #WorkingClass Americans https://t.co/wPsCXcWB3a @EdMorrissey #tcot #p,0
108,775449875676733440,must be ligma,Wed Sep 12 01:40:54 +0000 2018,the mall w/ friends on monday,2 lives were just lost in #Tennessee. #POTUS its time to do something. #BackfireTrump https://t.co/RR5qnEOnfF,0
109,965856403129745408,dolores,Wed Sep 12 01:40:54 +0000 2018,None,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need,1
110,70266620,Carole Hart,Wed Sep 12 01:40:54 +0000 2018,Canada,RT @LouDobbs: #DrainTheSwamp @mattgaetz: Only transparency can expose the extent of the corruption and the cabal. We cant show the Amer,0
111,2207617070,Tom Froistad,Wed Sep 12 01:40:55 +0000 2018,None,RT @LouDobbs: #EndWitchHunt @SaraCarterDC: Weve found nothing to show collusion between President @realDonaldTrump &amp; Russia absolutely,1
112,3128073813,Michelle Rodriguez,Wed Sep 12 01:40:58 +0000 2018,CPP 2020,#Tennessee is suffering after shooting takes 2 lives. #POTUS stop the bloodshed. #BackfireTrump https://t.co/KmTXjHeK4G,0
113,228244744,Gary Baker,Wed Sep 12 01:40:59 +0000 2018,OmahaNE,RT @larsenmatt: Shit is about to get real #BobwWoodward #fear #DonaldTrump @audible_com https://t.co/DibopfWGFj,0
114,1003101341991030786,KelCo,Wed Sep 12 01:41:00 +0000 2018,Tampa FL,RT @MightyBusterBro: . 9-11 is ALSO the BENGHAZI ATTACK Anniversary In recent speeches OBAMA says it's a Republican Conspiracy Theory that,0
115,872862599016308740,Jonn Walker,Wed Sep 12 01:41:03 +0000 2018,West Midlands England,Not half bad. #DonaldTrump #FistPump https://t.co/fAU7MaNACk,2
116,4312352541,Chase253,Wed Sep 12 01:41:04 +0000 2018,None,RT @Annamor62100662: 32 % And Sinking. Nuff said .......... #crazytown #DonaldTrump @realDonaldTrump https://t.co/AwaQfSgiKA,0
117,2307155540,Jon Neville,Wed Sep 12 01:41:07 +0000 2018,Pueblo Colorado,RT @OnlyCyrusReport: Immigration...THIS is What is Happening in Sweden. This is Part One Watch the explosive video here: https://t.co/DB56,-1
118,92408522,'Super Elite Texan'    ,Wed Sep 12 01:41:07 +0000 2018,None,RT @MightyNitin22: You didn't build that... somebody else made that happen! Says the jackass who is trying to steal the credit for Trump,2
119,832441166058500096,HyHeLi,Wed Sep 12 01:41:10 +0000 2018,Washington USA,RT @dawg_lb: Enforce the laws support Border Patrol &amp; ICE in doing &amp; to do their dangerous jobs &amp; build the wall all to secure our border,2
120,3262668434,Dan Flaherty,Wed Sep 12 01:41:10 +0000 2018,None,2 were just killed in #Tennessee. #POTUS its your job to take action. #BackfireTrump https://t.co/zxZrvAN25R,2
121,338773372,Deplorable Ed,Wed Sep 12 01:41:10 +0000 2018,Virginia,RT @jamesirving2: Threaten #POTUS and you threaten us. We duly elected this President and by God we will defend him!!! Enough said. https:/,0
122,17081187,paulbatt,Wed Sep 12 01:41:14 +0000 2018,Taichung Taiwan,2 American lives were just lost in #Tennessee. #POTUS please end the suffering. #BackfireTrump https://t.co/Kg8avMx0Tx,0
123,818324656641949696,Cindi~Rose,Wed Sep 12 01:41:15 +0000 2018,Hendersonville NC,American Patriots *PLEASE* Watch And Share ASAP!!!!! https://t.co/PiQIbv56HA via @YouTube #POTUS,0
124,239529985,Marie Hughes,Wed Sep 12 01:41:18 +0000 2018,Northern California,2 were just killed in #Tennessee. #POTUS its your job to take action. #BackfireTrump https://t.co/oyQt8baXLJ,2
125,48984819,Independent02,Wed Sep 12 01:41:18 +0000 2018,Australia,@ChrisCuomo #Cuomo the next time people like #DavidUrban try to say you &amp; others are criticizing the men/women of https://t.co/YbSlbXamty,-1
126,933391981,CD,Wed Sep 12 01:41:20 +0000 2018,None,RT @DominicSola: WARNING! GET OUT! https://t.co/p9Qp0OTQv2 Hurricane Florence Targets Carolinas Appalachians With Potentially Catastrophi,0
127,919436051801817088,Jeffery Drevdahl,Wed Sep 12 01:41:25 +0000 2018,#MAGACALIFORNIA,RT @gerfingerpoken: McCabe and Mr. Mueller - Unindicted Co-Conspirators in Deep State Coup - American Thinker https://t.co/MxukMB64kD #KAG,0
128,911252133135081472,jack clark,Wed Sep 12 01:41:26 +0000 2018,None,2 were just killed in #Tennessee. #POTUS its your job to take action. #BackfireTrump https://t.co/JukVJDdoPq,2
129,845412764524855296,Melvyn M. Rosales,Wed Sep 12 01:41:30 +0000 2018,None,#Tennessee is suffering after shooting takes 2 lives. #POTUS stop the bloodshed. #BackfireTrump https://t.co/jJzf4tZKME,0
130,4283179817,I'll Take Yo BM And Raise Yo Kids,Wed Sep 12 01:41:31 +0000 2018,Atlanta GA,So if #Kaepernick taking a knee was disrespectful to our country....why the fuck is #DonaldTrump still in office??,2
131,322879013,Super-Elite Kathleen,Wed Sep 12 01:41:31 +0000 2018,United States,RT @pinkk9lover: Crazy a$$ @MaxieneWaters now wants to impeach @VP -she either figured out who would be @Potus if #PresidentTrump was actu,2
132,979194237546782720,NeverAgainCAorg,Wed Sep 12 01:41:31 +0000 2018,None,RT @stophandguns: #Tennessee is suffering after shooting takes 2 lives. #POTUS stop the bloodshed. #BackfireTrump https://t.co/4oepmS18Dc,0
133,450693868,JOATMONAF,Wed Sep 12 01:41:33 +0000 2018,MI,RT @gerfingerpoken: McCabe and Mr. Mueller - Unindicted Co-Conspirators in Deep State Coup - American Thinker https://t.co/MxukMB64kD #KAG,0
