40,i wasnt going to do this but the media and nevertrump fawning over senator mccain as a way to bash presid
869,mattingly then why is it that you cant learn from your dear friend you had every opportuni
48,our flag is at halfstaff honoring a veteran like should be above politics and personal grievance
584,friends like who needs enemies
626,because of you if this young man is married his widow will have an offset on her survivor benefit plan you bl
896,yes thanks for doing that so we can see all the gastapo rats in the
502,its a disgrace donna a real shame id never thought obama would not attend justice antonin scalias funeral
402,to bad you arent
10,johnmccain asked him not to attend remember if he attended youd be criticizing him for going against
683,do you need a russian tutor
428,queen of the shit storms or divisionists
445,iraq bloomin typos twitter doesnt let
524,rajavip johnmccain god bless his soul
826,rajavi her soul is happy senator john mccain is a great friend of the people and resist
83,dear ur pain over the loss of ur dear friend johnmccain is clear and im truly sorry for ur loss now
814,america remembers the man they disrespected a veteran
572,ur memes suk make you look like a snowflake
851,rajavi may he rest in peace johnmccain johnmccainrip
345,you disgrace the memory of mccain you cant even honor his last words to you cou
241,the building should be renamed after russell was never worthy of such an honor
707,rajavi senator john mccain has always been a close friend to the people and resistanc
51,didnt affect my opinion s been a spineless racist for as long as i can remember johnmccain
556,russia has come out with hateful rhetoric about lets show russia putin and viads puppet
143,uscis crying on the floor of the senate remembering it is the equivalent of faking a political o
315,today is a good day to remember the real reason trump has such hatred for the patriot who obtained amp th
195,i hope that many if not most or all will join because was a dear friend to all of us and a great american
714,rajavi the soul is happy in gods favor this great man the iranian peoples resistance
765,great piece johnmccainrip
710,he deserved better yes
855,senator mccain family dont want him there just like with first lady bush
465,your friend john mccain was the epitome of courage honor decency amp sincerity
539,mcstain no hero or maverick he was a traitor to the end
37,i am laughing at all the angry replies from trump supporters cindy has no experience lol neither did donald trump
938,voice rajavi senator john mccain was a brave man standing against the dictatorship of the
188,our potus disagrees this week last week next week and every other week will always be about him and his p
922,thewife to be fair i ate french toast for breakfast this morning to hurt kelli wards campaign
93,this is one dumb wench your little lie i didnt mean what i said you idiot are y
752,uscis and the info the russians have on him
902,a good man a true example a great american rip johnmccain
160,ive announced the formation of a bipartisan gang to come up with a suitable lasting tribute to the legacy of our frie
823,this pic is how we all feel after that speech s speech on the senate floor to honor i
115,what does it say about that she apparently showed up at the hospital right after sethrich was shot
340,us ambassador to russia a former utah governor and have long history utpol
276,great tweet
65,unfortunately he doublecrossing stab johnmccain in the back sucking up to fivetime draft dodger
222,he has failed
789,raging narcissism
271,basic human decency just isnt in your fucking range of emotions is it doxy you fucking persimmon pigmented prick
297,proved he was a bitter old man all the way to the grave and beyond if he was still
887,rajavi surely the iranian people will not forget their valuable contributions to the
857,insc its probably thats its an open secret
988,lets prove a point with a hypothetical question if you could choose the president of the united states but your only t
448,well he is a sailor certainly cusses like one
158,super how about a bipartisan gang that passes laws and gets things done
357,desk on the senate floor
157,is a frickin idiot trum
425,hello usa from canada johnmccain was a whitesupremacist prolife genocidal warmonger please stop trying to bs the
429,was viewed as a racist bigot by the press just a few short ye
53,kompromat lindsey what felony is it or just necrophilia child porn leather queen
112,3piled on sarah palin like a bunch of mysogynsts amp questioned johns iq amp judgement f
741,i love you forever my beloved father
878,thats easy he betrayed his country
625,rt to all primaryday voters demeans a true hero
842,rajavi her soul is happy senator john mccain is a great friend of the people and
889,seven states left before forr sumter when lincoln issued his c
593,next person who tweets some sweet graha
822,horros of johnmccain
421,mccain didnt want to attend so he is doing the right thing and respecting his wishes if he did go this idiot woul
300,pretty remarkable
118,history may miss one of s greatest achievements his decadeslong call to actonclimate
485,hey i just received a message from in heaven and he told me he stopped being your friend w
924,counter offer instead of rejecting the story outright use it as a compassionate lessoutraged teachable moment t
139,dear fellow veterans by his inaction to honor just told us that our service
11,watch powerful words the grief in the country around s death stands as a proxy of what we w
711,is michael steele still in gop would think he would switch over to dems
935,it says hes respecting mccains wishes that he doesnt want president trump at his funeral dont try it donna try expl
328,thats bullshit mckinnon and from this was born a great friendship and then a partnership remembers
488,this is why i found tearful speech on the senate floor today while no doubt sincerely felt a
110,final thought on johnmccain see all the reverential eulogies by establishment figures claiming he was model public servant
906,i joined to talk about one of my personal heroes and how he always put his country first
111,president has been asked on four occasions by reporters for his thoughts on the senator
261,donald trump refuses to lower flag for john mccain as we said yesterday donald trump is a pathetic thinskinned selfce
670,msnbc never heard anything that rings so untrue as talking what johnmccain taught himhe learned nothing h
695,rajavi a man passed away who was determined to fight against the conspiracies of t
97,harbison and shes running for office
386,johnmccain is and has always been an american hating sociopath the cruel crude and unspeakable evil
908,if john mccain is a hero the word is bankrupt of all meaning in truth he was an incorrigible warmonger and imperia
373,i am a democrat who respects mccain republicans i despise nonmccain republicans and you are one of them
753,which is what makes his tearful speech on the senate floor so damn disingenuous
236,why all the sycophanty across mainstream media over johnmccain keating 5 grifter weapons trafficker to alqae
790,your military and veterans widows and widowers constituents and the rest of us across the country are sadden
202,it would be hard to find an exchange on twitter that better exemplifies the divide between sycophantic journalists fawning b
866,liars
873,thank you governor
895,cat what does it say about a journalist that only reports what the she wa
360,amen
494,a special class of stupid
27,mccain publicly asked that he not attend potus is respecting a dying mans last request its about mccain amp family no
282,didnt democrats call him a nazi in 2008
242,and thats why i told cnn if he is o
749,is a piece of crap democrats have shown more class amp respect for than his own frie
949,could someone tell if president trump ordered the flags at halfstaff or regular for johnmccain i always follow his lead
800,you are a disgrace how dare you speak about senator mccain when you have sold your
101,lindsey graham was turned during his 2018 1st golfing trip with trump at
759,the way senator mccain has been treated in the twilight of his life particularly by members of his own party has been heartbr
39,when received the steele dossier and saw manafort putin and yanukovychs name in the same sentence he imme
235,maybe you should have a look at some of those phot
595,you know in his last weeks he must of been appalled of the person his former frien
307,mccain told him not to you moron why dont you tell us what happened to sethrich you wildebeest
399,johnmccain is the last true republican that proved just because you dont agree on everything th
96,will you be doing it in russian
919,sending you all love and prayers of strength at this very sad time was a very brave ma
72,cat cindymccain is not at all qualified to be a senator her agenda will be a mirror that of her late traitor hus
903,bullshit you tossed him overboard long ago in favor of the russians goprussia
55,whyd this little fokker always look so god damn happy when he was around people killing millions of women and children john
127,if youve been banned from two funerals and a wedding make no mistake you are an asshole tuesdaythoughts barbar
240,what happened to this guy you sold your soul and insulted a true hero and warrior
339,sen delivers afteraction report on johnmccain
459,ah yes
221,i liked a video johnmccain is petty af azealia banks on wildnout tamar shut up more
482,trumps a pile of shit but mccain was a warhawk ne
385,we weaken our greatness when we confuse our patriotism with tribal rivalries that have sown resentment and hatred and violen
380,mccains brain tumor should be nominated for the next nobel peace prize johnmccain
86,was a war hero and noted pow he was someone who bucked norms so much so he was labeled a maverick his 60
153,saddened to hear of s passing his legislative amendment barring reinstatement of ciatorture programme
635,small man or not his advisers should have advised him to do a presidential order fo
12,mb u should water it once in a while
16,kelli ward really how utterly stupid do you have to be to believe that ended medical treatment to sp
516,how about you let all 100s of thousands of voters you amp your sos purged off voter rolls why not do what your citi
123,it would mean a lot to the world if you could summon up the courage to act with eve
550,i will do amazing logo or image to vector trace vectorize tracing asap contact me
835,what does this say about the leadership of our country when a senator disinvites the president to his funeral a pr
422,im not going to be a hypocrite i will never forgive johnmccain for giving what he knew was a fake steeledossier
951,beneath the dignity it requires hes intentionally excluded because the deceased knew in advance that he didnt
496,president trump orders flags to halfstaff until next sunday in honor of sen mccain donaldtrump johnmccain
561,traitor
384,duluth navy veteran david wheatwho was held captive during the vietnam war w amp recalls using handsignal
147,there are many things trump has done that are morally more opprobrious than this episode but i can think of none that
528,god bless johnmccain respect for this american citizen who proudly served our country for so many years rip
314,one of a few stories you will not read about john mccain in vietnams staterun media would be his close ties with the huma
161,poll which best describes your personal view of johnmccain please vote amp rt mccainlegacy mccainfuneral
187,traitor you know the honorable john mccain is so disgusted with you youre nothin
676,did you forget that on his death bed john mccain said he didnt want the leader of the free world to attend his funer
277,how much higher can stupidity scale growboycottfoxnews well actually that statement i made was kind of dumb pin
454,the trail will be his demise
483,the negative narrative belongs only to for being a dumpster fire of a candidate
9,that hes not a phony like you ms brazile
434,you are much kinder than i i beli
559,this might be ur one saving grace he was ur friend please take a lesson in honor
334,dems are praising and wanting to name buildings after him meanwhile the is calling him out for
565,presidentcarters opinion of the potus amp being disrespectful of johnmccain all because of a grudge he should be
763,you blocked the amendment to end the unfair offset on milita
882,this is happening because the guy in the oval office has a personality disorder and that should alarm you no matter how yo
431,im
441,what does it say about the dnc chairwoman when shes the hospital where seth rich was taken when murdered i suppose
140,john mccain said he didnt want president trump to come and why should president trump go do you go to pe
576,chevalier u mad bro
509,as spends the day googling himself amp not accepting that all the negative reports are reflection
99,damnit rojo where the hell were you when asshole trump was trashing john mccain co
173,i thought it was mccains wish demand that not attend cant have it both ways
409,isnt she an md
159,tells may well be more powerful in death than life as an example of the
130,
629,but he did have one unshakeable conviction wherever america had a foreign policy problem the solution was always
284,whats that your opposing today 82818 the renaming of the russell building after
950,a thoughtful suggestion and one that will drive
129,this is nice amp all but you know what would be nicer mr mcconnell if you upheld your oath to the constitutio
365,the real john mccain was a very bitter manto the very end so sad
47,you should read this up to four paragraphs transcribed only a few dozen pages left to transcribe this things
611,its sad that you arent even a vague shadow of the man mccain was resist the traitor trump
453,protecting our democracy even after his death thank you rip steeledossier
44,i urge my fellow governors to lower flags in honor of
540,philly no geraldo thats not ok cindy mccain maybe qualified but with all due respect she just lost a husband and obviously
304,if human rights champion means volunteering to bomb civilianschampioning every war the us has been involved in t
296,palssuddenservice morristowntn to my knowledge i have never eaten at pals simply bc i dont eat fast food but
684,really mccain was part of the problem with the flag the president is a 2 bit ass
809,do you think spent any time googling himself no me neither youre an embarrassm
367,blue water sailors we salute our fallen comrade hr299 please help
971,noroz rajavi he is a memorable friend for the mujahideen freeiran2018
353,your father is gone but keep his spirit alive that is your conviction and your connection i have been wher
363,i agree republicans grow a backbone trump did not continue to fly our flag at half m
909,yes he did try to catch up
92,come on how do you expect to h
203,you lie mccain requested trump not attend funeral sorta like when you lied about giving hillary the deba
685,the next time i see rick santorum on
310,gold the things potus trump cares about google crowdsize etc vs not puertorico johnmccain etc is some
833,so honor memory and stand up against hold all his policies
0,please dont loose the influence
619,john mccain has passed at age 81 johnmccain
865,what does it say about the leader of our country when it would be too awkward for him to attend the funeral of an america
647,how can anyone take seriously a candidate who in essence is saying his de
88,reform gov an
954,tfw the is subtweeting cheeto von tweeto
17,under pressure from american legion trump orders flag lowered at white house and other govt buildings until
35,thank you littlejerk would be proud sorry for your loss
146,holy crap says the media is using the president disrespecting to victimize
13,cry me a river of those crocodile tears your pretend sniffles and wavering voice while talking about
94,rest in peace mr mccain hero soldier johnmccain veteran vietnam truepatriot
479,pssst mccain didnt and couldnt write anything he was in a coma for months
342,you have shown no loyalty or support for your deceased friend and colleague you
816,times like these i picture him pouting slamming cabinets with his little hands and his diaper
325,thank you on arden way in sacramento for keeping flags at half staff in honor of
480,phoenix love it godspeed sir and thank you
288,its hard to believe this creature was voted into office or was he fakeelection
525,what kind of hold does trump have on you people youve compromised you
691,this is incredible
280,your thoughts on the gop pumping the brakes on renaming the russell building for se
552,wouldnt want this pinhead bimbo to treat my illness classless foolish just plain stupid arrogant ignorant and
976,and you have done so much for mental health advocacy you turnip
810,i was a fucking saint a hero and a warrior for peace honor me
704,the real john mccain maybe we can actually get a republican in that seat now
410,too bad we all cant simply chill out and liv
573,posthumous happens
490,a is pretty harsh why dont you just call him what any cop would call him f junkie crackhead if it w
306,what does it say about a member of msm who secretly funneled advance questions to a crooked clinton in preparation of a
81,was a tireless advocate for americas values and principles throughout the world
771,gurl if all of the coverage of the death of is making you sad turn off joe and and put on
144,i love johnmccain
720,what does it say when the chair of a large political party dnc cheats and gets the questions beforehand to a nati
2,it easy mccain didnt want there what would want him to dolibtards
623,to mek members tirana albania 4142017 you have stood up fought amp sacrificed for freedom i thank you
432,the most important thing we can do my friends to improve education in america is to commit ourselves to the cause of s
308,tried to get those pills but republicans
471,john came from an era when men were men and the rest of you had bone spurs
582,uscis lindsey shame on you you have failed to live up to sen mccains expectations fo
326,red what does it say about america when john mccain can be considered an american icon
837,i hope dresses down amp other so called friends who never stood up to trump whe
60,i wish this was true but i am skeptical
214,i think has flipped on trump for sure
994,with the brain cancer removed when did it recur which led to the decision of stopping treatment
859,during a dinner with evangelical leaders monday offered prayers for shooting victims at a gaming event in florida sund
126,after failed even to pander to republicans successfully following the death of he totally caves t
4,it would say hes respecting mccains wisheshe told the world he didnt want trump at his funeral you dam democrats
138,drama drama drama thats how we know was a democrat
361,me hes dancing on a tightrope
424,america is watching now we are holding all you honest politicians the shit thats
228,what is irreverence johnmccain americanhero imback
743,rip shipmate so says nfl players who kneel dont respect our military or flag but it took backlash for
811,and yet your new bestie continues to disrespect your last bestie j
748,traitor you forsake him for trump politics
690,just make sure lindsay graham is not recruited
257,bittersweet memories of powmia bracelets no soldier forgotten
744,aahhhgotchayeah we do need a sarcasm font although
116,the white house honoring johnmccain
128,in the early 70s i started wearing a powmia bracelet randomly my soldier was john mccain in 1973 i watched him on t
220,i hope the mccain family tell him not to show up at the service for he do
767,moving noble very much hope that lives in his political future by the standards in this powerful tribute
73,james1 she dont know shit about our needsall these years and she has
580,cindy mccain should immediately replace her husband until the end of his term as john mccain wished
688,rajavi my most profound condolences to the mccain family on the passing of he will always be remembered for his
390,and yet this man somehow equates kneeling at a football game as unamerican what is it that you are apparently pr
234,he wouldnt have lowered without the pressure being out on him even when he finally tha
995,hedges
418,we could really use a president johnmccain tuesdaythoughts
512,since johnmccain has left the hill the republican spines have gone with him former cia director
14,the best way you can honor your friend is to stand up to as he did show some g
388,you are not his friend u were not a friend stop with the bs already you are a kgb
85,greer did you attend seth richs funeral or did you just send flowers and debate questions
66,if thats how you interpret it i see it more as not just blindly following
669,johnmccain you were a sweetheart of bombs
844,go home kelly the people have spoken
650,i remember him crashing multiple planes
757,hero my a turncoat
838,the s will ram him through because many of them seem to have dirt clouds hanging o
106,insc spork if there is any truth to this i cann
636,senators remember american hero he will be missed
678,reminds us that wherever you live whatever you do that you can make a difference in the way the world tu
602,please replace johnmccain with a republican patriotic american not cindymccain or meghanmccain
487,what does it say about our system of government when people like you can help rig a primary and forward questions
8,the best way to honor legacy and apparently his final wish would be for his wife cindy to be name
