,user_id,user_name,tweet_time,location,text,sentiment
86,1930845782,ThisCarol,Tue Aug 28 19:57:05 +0000 2018,The Beach,ancestry senjohnmccain was a war hero and noted pow he was someone who bucked norms so much so he was labeled a maverick his 60,positive
87,52240508,Luisraos,Tue Aug 28 19:57:05 +0000 2018,None,nickiegreer did you attend seth richs funeral or did you just send flowers and debate questions,irrelevant
88,3237290462,Lilianny Leebou,Tue Aug 28 19:57:06 +0000 2018,United States,skau61 billcli46867153 progblacksmith1 ind4bernie2016 thepoedpacifist sensanders senjohnmccain reform gov an,neutral
89,281532180,David Isaksen,Tue Aug 28 19:57:06 +0000 2018,Norway,cassandra17lina flight cleared for takeoff farewell johnmccain youve slipped the earths bonds for a place free of pain ripjoh,positive
90,3303570021,LBro,Tue Aug 28 19:57:07 +0000 2018,None,dretiquette i can only imagine how awkward you must have felt when obama snubbed nancy reagans funeral,negative
91,231636856,andrew wilson,Tue Aug 28 19:57:07 +0000 2018,Toronto Canada,diplora it says potus is respecting mccains wishes what does your icons request say about him bitter,negative
92,4318772129,Emskware,Tue Aug 28 19:57:09 +0000 2018,NJ Shore,colmorrisdavis ricksantorum senjohnmccain realdonaldtrump cnn chriscuomo come on cnn how do you expect to h,neutral
93,999413227472674817,geno042,Tue Aug 28 19:57:10 +0000 2018,None,michaelsteele senjohnmccain this is one dumb wench your little lie i didnt mean what i said you idiot are y,negative
94,57426395,MIKENot affiliated w other shoe smugglers,Tue Aug 28 19:57:10 +0000 2018,GREAT WHITE NORTH-CANADA,senjohnmccain rest in peace mr mccain hero soldier johnmccain veteran vietnam truepatriot,neutral
95,2577996000,Grandma Cool,Tue Aug 28 19:57:10 +0000 2018,your dads house,dearauntcrabby very lovely tribute to senjohnmccain by lindseygrahamsc do you really want to honor your friend john denounce re,positive
96,860832549337272321,Mary Jean Pompeo,Tue Aug 28 19:57:10 +0000 2018,None,jaysully lindseygrahamsc senjohnmccain will you be doing it in russian,neutral
97,873284705558425600,Angel,Tue Aug 28 19:57:10 +0000 2018,United States,michaelsteele rhondaharbison senjohnmccain and shes running for office,neutral
98,54224362,Service Work Sherry,Tue Aug 28 19:57:10 +0000 2018,chicagoIL,morganortagus lindseygrahamsc senjohnmccain looks like you can see a tear falling down his face,negative
99,32297981,Ruthie McCollough,Tue Aug 28 19:57:11 +0000 2018,None,mandolinflyfish senronjohnson senjohnmccain damnit rojo where the hell were you when asshole trump was trashing john mccain co,neutral
100,292590344,JDP,Tue Aug 28 19:57:11 +0000 2018,South Florida,michaelsteele kelli ward really how utterly stupid do you have to be to believe that senjohnmccain ended medical treatment to sp,negative
101,1318635247,Patrick Moultney,Tue Aug 28 19:57:12 +0000 2018,4209 South Dixie Highway,funder lindseygrahamsc realdonaldtrump lindsey graham was turned during his 2018 1st golfing trip with trump at,irrelevant
102,799332391416369152,Stella #we.are.the.change.we.seek,Tue Aug 28 19:57:13 +0000 2018,None,kelly2277 when senjohnmccain received the steele dossier and saw manafort putin and yanukovychs name in the same sentence he imme,neutral
103,773969827618775040,The United Free (Jason Evans),Tue Aug 28 19:57:15 +0000 2018,Georgia USA,diplora it says potus is respecting mccains wishes what does your icons request say about him bitter,negative
104,528887033,Joan Abby,Tue Aug 28 19:57:17 +0000 2018,None,jalicat sometimes we get it right sometimes we dont johnmccain got it wrong in death he could have brought pple together exten,negative
105,1362062425,Kimberly G.,Tue Aug 28 19:57:17 +0000 2018,SWVA,mitchellreports lindseygrahamsc senjohnmccain crocodile tears as my dad would say,neutral
106,491932706,NC10s1,Tue Aug 28 19:57:18 +0000 2018,Portland Oregon,abluedotinsc platinumspork alliedoglover lindseygrahamsc senjohnmccain if there is any truth to this i cann,neutral
107,820305647824732160,Michael,Tue Aug 28 19:57:21 +0000 2018,United States,jalicat sometimes we get it right sometimes we dont johnmccain got it wrong in death he could have brought pple together exten,negative
108,954596279572619264,mindersue,Tue Aug 28 19:57:22 +0000 2018,United States,jalicat donnabrazile what does it say about your american icon senjohnmccain who asked that our potus not attend his funeral,neutral
109,23807579,LadySway,Tue Aug 28 19:57:22 +0000 2018,Brooklyn NY,alliedoglover lindseygrahamsc senjohnmccain i thought i was the only one to feel he is being blackmailed maybe,neutral
110,159095242,John Finucane,Tue Aug 28 19:57:22 +0000 2018,None,21wire final thought on johnmccain see all the reverential eulogies by establishment figures claiming he was model public servant,neutral
111,16369804,Aaron Hicks,Tue Aug 28 19:57:22 +0000 2018,Palmerston North or Foxton.,channel4news president realdonaldtrump has been asked on four occasions by reporters for his thoughts on senjohnmccain the senator,neutral
112,128861308,Helen o'D,Tue Aug 28 19:57:22 +0000 2018,Ireland,marionmckeone senjohnmccain 3piled on sarah palin like a bunch of mysogynsts amp questioned johns iq amp judgement f,neutral
113,758500744592896001,Aim,Tue Aug 28 19:57:23 +0000 2018,Iowa USA,peterdaou im old enough to remember when lindseygraham was considered to be johnmccains partner in resisting some of trumps exces,positive
114,1056716616,Brenda Abramson ,Tue Aug 28 19:57:25 +0000 2018,Maryland USA,judemgreen nothing will erase your fawning over realdonaldtrump for senjohnmccains last months on earthnot one peep out of u whi,neutral
115,961358445873192961,United We Stand,Tue Aug 28 19:57:26 +0000 2018,Earth,isaackappy what does it say about donnabrazile that she apparently showed up at the hospital right after sethrich was shot,positive
116,59614899,J G,Tue Aug 28 19:57:27 +0000 2018,Central Islip NY,chrislicht the taylorswift13 white house honoring johnmccain,neutral
117,794219334247841792,Beyond The Sea,Tue Aug 28 19:57:28 +0000 2018,United States,jalicat huffpost 2008 johnmccain is mentally unfit to be president huffpost 2012 johnmccain is a racist and a woman hater,negative
118,25165002,AlaskaWild ,Tue Aug 28 19:57:28 +0000 2018,Washington DC,history may miss one of senjohnmccains greatest achievements his decadeslong call to actonclimate,positive
119,966440661657382912,JoJoLaLa,Tue Aug 28 19:57:29 +0000 2018,Bootheel of Missouri. ,jalicat sometimes we get it right sometimes we dont johnmccain got it wrong in death he could have brought pple together exten,negative
120,832959747196383233,Trashbuster,Tue Aug 28 19:57:29 +0000 2018,USA,what does it say about a member of msm who secretly funneled advance questions to a crooked clinton in preparation,negative
121,719986812547153920,James,Tue Aug 28 19:57:30 +0000 2018,South Haven MI,jalicat donnabrazile what does it say about your american icon senjohnmccain who asked that our potus not attend his funeral,neutral
122,19342389,john murphy,Tue Aug 28 19:57:30 +0000 2018,TylerTexas,dretiquette i can only imagine how awkward you must have felt when obama snubbed nancy reagans funeral,negative
123,2354346220,Mavis,Tue Aug 28 19:57:30 +0000 2018,Berkshire England,lindseygrahamsc senjohnmccain it would mean a lot to the world if you could summon up the courage to act with eve,negative
124,168638221,Michael Ganz,Tue Aug 28 19:57:30 +0000 2018,Beverly Shores IN,mitchellreports senjohnmccain you libs never gave a damn about the flag before now all of a sudden its big new,positive
125,1253000323,Teresa Ross,Tue Aug 28 19:57:32 +0000 2018,None,joncoopertweets the best way to honor senjohnmccains legacy and apparently his final wish would be for his wife cindy to be name,positive
126,3267328146,Susannah,Tue Aug 28 19:57:32 +0000 2018,San Diego CA,bbond after chuckschumer failed even to pander to republicans successfully following the death of senjohnmccain he totally caves t,negative
127,17291075,Marvlous,Tue Aug 28 19:57:34 +0000 2018,Georgia,blueghost40 if youve been banned from two funerals and a wedding make no mistake you are an asshole tuesdaythoughts barbar,irrelevant
128,885679972345679876,Chloe,Tue Aug 28 19:57:34 +0000 2018,USA,londonsgirl in the early 70s i started wearing a powmia bracelet randomly my soldier was john mccain in 1973 i watched him on t,negative
129,23030548,PkHS,Tue Aug 28 19:57:36 +0000 2018,College Station TX,rsyv8071 this is nice amp all senatemajldr but you know what would be nicer mr mcconnell if you upheld your oath to the constitutio,positive
130,761566897955418112,JonAntono ,Tue Aug 28 19:57:37 +0000 2018,Sdost-Wisconsin USA,riopedre31 edwinkovatto mynameismok beantowndoug chance4gardener kaysintbb southernjamespb taggartrehnn,irrelevant
131,872451410025213952,Denise R Neri,Tue Aug 28 19:57:37 +0000 2018,My House Usa,dougibendahl give it a rest donnabrazile did you gin up same drama when president obama failed to attend funeral of justice antonin,negative
132,112549345,LoriG,Tue Aug 28 19:57:37 +0000 2018,None,can you believe this fckery johnmccain resist,neutral
133,1026541982427086848,America Today,Tue Aug 28 19:57:38 +0000 2018,None,senbobcorker america lost a statesman and hero tonight and all of us in the senate lost a friend my full statement on senjohnmccain,positive
134,920640363773222913,Lori Davis,Tue Aug 28 19:57:39 +0000 2018,None,pres trump is honoring mccains request that he not attend mccains funeral stop the hate president trump is hel,negative
135,800634698,Julie ,Tue Aug 28 19:57:39 +0000 2018,Ohio,dretiquette i can only imagine how awkward you must have felt when obama snubbed nancy reagans funeral,negative
136,19127931,Ingrid Tarjan,Tue Aug 28 19:57:41 +0000 2018,New York NY,peterdaou im old enough to remember when lindseygraham was considered to be johnmccains partner in resisting some of trumps exces,positive
137,975182555547951104,( ) ,Tue Aug 28 19:57:41 +0000 2018,None,peterdaou sincere question how can republican senators stand there and claim to honor johnmccain when theyve been gutless sellouts,positive
138,915367298185166849,Cheryl,Tue Aug 28 19:57:42 +0000 2018,None,drama drama drama thats how we know senjohnmccain was a democrat,neutral
139,72706439,Patricia Thomas,Tue Aug 28 19:57:43 +0000 2018,None,dear fellow veterans by his inaction to honor senjohnmccain realdonaldtrump just told us that our service,neutral
140,759839801017241600,MaryAnn Smith,Tue Aug 28 19:57:43 +0000 2018,None,maryannsmith172 john mccain said he didnt want president trump to come and why should president trump go do you go to pe,neutral
141,102642643,sandra vigileos,Tue Aug 28 19:57:44 +0000 2018,overseas Europe,wvjoe911 cry me a river lindseygrahamsc of those crocodile tears your pretend sniffles and wavering voice while talking about senj,irrelevant
142,66774765,RogueMosaique,Tue Aug 28 19:57:44 +0000 2018,San Jose CA,i find it ironic that lindsaygrahamsc is unable to follow senjohnmccain s advice he has turned his back on mc,negative
143,824787330493972480,AltNSA,Tue Aug 28 19:57:44 +0000 2018,Earth,altuscis lindseygrahamsc crying on the floor of the senate remembering senjohnmccain it is the equivalent of faking a political o,negative
144,33791283,Carol Boeth,Tue Aug 28 19:57:46 +0000 2018,Calgary Alberta,i love johnmccain,positive
145,33134230,Wendy Carpenter,Tue Aug 28 19:57:47 +0000 2018,None,joncoopertweets the best way to honor senjohnmccains legacy and apparently his final wish would be for his wife cindy to be name,positive
146,826506138300645377,Pamela Bromme,Tue Aug 28 19:57:47 +0000 2018,None,colmorrisdavis holy crap ricksantorum says the media is using the president disrespecting senjohnmccain to victimize realdonaldtr,negative
147,315495725,Patrick L. Lee,Tue Aug 28 19:57:47 +0000 2018,PDX,benjaminwittes there are many things trump has done that are morally more opprobrious than this episode but i can think of none that,positive
148,18011418,DANEgerus  to Support America,Tue Aug 28 19:57:50 +0000 2018,Ithilien,dretiquette i can only imagine how awkward you must have felt when obama snubbed nancy reagans funeral,negative
149,840901878,W ,Tue Aug 28 19:57:50 +0000 2018,None,mitchellreports lindseygrahamsc senjohnmccain lindsay john didnt care about who you are he accepted you take,neutral
150,3066740183,Brigid Berry #RESIST,Tue Aug 28 19:57:50 +0000 2018,Fort Myers,dearauntcrabby very lovely tribute to senjohnmccain by lindseygrahamsc do you really want to honor your friend john denounce re,positive
151,2170323492,Proud 22 year Army Vet ,Tue Aug 28 19:57:51 +0000 2018,Centerville OH,dearauntcrabby very lovely tribute to senjohnmccain by lindseygrahamsc do you really want to honor your friend john denounce re,positive
152,3297226109,Robin,Tue Aug 28 19:57:51 +0000 2018,Florida USA,wvjoe911 cry me a river lindseygrahamsc of those crocodile tears your pretend sniffles and wavering voice while talking about senj,irrelevant
153,2768682611,Brian Lewis Innis,Tue Aug 28 19:57:51 +0000 2018,None,freefromtorture saddened to hear of senjohnmccains passing his legislative amendment barring reinstatement of ciatorture programme,neutral
154,292590344,JDP,Tue Aug 28 19:57:52 +0000 2018,South Florida,peterdaou im old enough to remember when lindseygraham was considered to be johnmccains partner in resisting some of trumps exces,positive
155,2406193967,rita johnson,Tue Aug 28 19:57:52 +0000 2018,Virginia USA,nancylee2016 donna brazile how do you show your face in public when we know you participated in rigging an election donna what did hi,neutral
156,798274015005642752,Never Trump,Tue Aug 28 19:57:52 +0000 2018,None,foxnews potus hell answer questions about the wall but not about american hero senjohnmccain trump is a total loser lockhimup,neutral
157,826506138300645377,Pamela Bromme,Tue Aug 28 19:57:53 +0000 2018,None,kegan05 colmorrisdavis luwoo5 ricksantorum senjohnmccain realdonaldtrump cnn chriscuomo ricksantorum is a frickin idiot trum,negative
